property_id,property_name,property_type,city,state,listed_date,price,area_sqft,bedrooms,bathrooms,agent_id
P858,Greenfield Plot,Plot,Perambalur,TN,3/31/2021,7812652,1886,3,2,A758
P859,Greenfield Plot,Plot,Bangalore,KA,4/1/2021,6603951,1605,2,2,A759
P860,Greenfield Plot,Plot,Coimbatore,TN,4/2/2021,5226047,1417,2,2,A760
P861,Greenfield Plot,Plot,Kochi,KL,4/3/2021,5801723,1256,2,2,A761
P862,Greenfield Plot,Plot,Hosur,TN,4/4/2021,7679761,2513,3,2,A762
P863,Greenfield Plot,Plot,Trichy,TN,4/5/2021,7182590,2495,3,2,A763
P864,Greenfield Plot,Plot,Chennai,TN,4/6/2021,8666750,1736,3,2,A764
P865,Greenfield Plot,Plot,Perambalur,TN,4/7/2021,7985776,2896,2,2,A765
P866,Greenfield Plot,Plot,Bangalore,KA,4/8/2021,6447273,1450,2,2,A766
P867,Greenfield Plot,Plot,Coimbatore,TN,4/9/2021,7737094,2519,3,2,A767
P868,Greenfield Plot,Plot,Kochi,KL,4/10/2021,9489885,1906,3,2,A768
P869,Greenfield Plot,Plot,Hosur,TN,4/11/2021,8067877,2167,3,2,A769
P870,Greenfield Plot,Plot,Trichy,TN,4/12/2021,8889397,1191,2,2,A770
P871,Greenfield Plot,Plot,Chennai,TN,4/13/2021,6451274,1345,2,2,A771
P872,Greenfield Plot,Plot,Perambalur,TN,4/14/2021,8622779,2637,3,2,A772
P873,Greenfield Plot,Plot,Bangalore,KA,4/15/2021,7171343,2583,3,2,A773
P874,Greenfield Plot,Plot,Coimbatore,TN,4/16/2021,8669169,2538,3,2,A774
P875,Greenfield Plot,Plot,Kochi,KL,4/17/2021,5025013,1456,2,2,A775
P876,Greenfield Plot,Plot,Hosur,TN,4/18/2021,6504100,1349,2,2,A776
P877,Greenfield Plot,Plot,Trichy,TN,4/19/2021,7081320,1857,3,2,A777
P878,Greenfield Plot,Plot,Chennai,TN,4/20/2021,7843308,2297,3,2,A778
P879,Greenfield Plot,Plot,Perambalur,TN,4/21/2021,7862987,1686,2,2,A779
P880,Greenfield Plot,Plot,Bangalore,KA,4/22/2021,9324988,2744,3,2,A780
P881,Greenfield Plot,Plot,Coimbatore,TN,4/23/2021,5108990,2163,2,2,A781
P882,Greenfield Plot,Plot,Kochi,KL,4/24/2021,6832786,2335,3,2,A782
P883,Greenfield Plot,Plot,Hosur,TN,4/25/2021,5235397,2065,3,2,A783
P884,Greenfield Plot,Plot,Trichy,TN,4/26/2021,8457273,1680,3,2,A784
P885,Greenfield Plot,Plot,Chennai,TN,4/27/2021,5585209,2380,3,2,A785
P886,Greenfield Plot,Plot,Perambalur,TN,4/28/2021,6664875,2412,3,2,A786
P887,Greenfield Plot,Plot,Bangalore,KA,4/29/2021,5957601,2428,2,2,A787
P888,Greenfield Plot,Plot,Coimbatore,TN,4/30/2021,4621618,2881,2,2,A788
P889,Greenfield Plot,Plot,Kochi,KL,5/1/2021,5872610,2506,3,2,A789
P890,Greenfield Plot,Plot,Hosur,TN,5/2/2021,7187147,2646,3,2,A790
P891,Greenfield Plot,Plot,Trichy,TN,5/3/2021,6973739,1556,2,2,A791
P892,Greenfield Plot,Plot,Chennai,TN,5/4/2021,4845166,1608,2,2,A792
P893,Greenfield Plot,Plot,Perambalur,TN,5/5/2021,5879709,1666,2,2,A793
P894,Greenfield Plot,Plot,Bangalore,KA,5/6/2021,7413630,1007,3,2,A794
P895,Greenfield Plot,Plot,Coimbatore,TN,5/7/2021,8694294,2782,2,2,A795
P896,Greenfield Plot,Plot,Kochi,KL,5/8/2021,5259068,2876,2,2,A796
P897,Greenfield Plot,Plot,Hosur,TN,5/9/2021,8135247,1241,2,2,A797
P898,Greenfield Plot,Plot,Trichy,TN,5/10/2021,4516351,1813,2,2,A798
P899,Greenfield Plot,Plot,Chennai,TN,5/11/2021,8141240,1162,3,2,A799
P900,Greenfield Plot,Plot,Perambalur,TN,5/12/2021,7978976,1906,2,2,A800
P901,Greenfield Plot,Plot,Bangalore,KA,5/13/2021,6506765,2876,3,2,A801
P902,Greenfield Plot,Plot,Coimbatore,TN,5/14/2021,7642270,1606,2,2,A802
P903,Greenfield Plot,Plot,Kochi,KL,5/15/2021,6978194,2545,3,2,A803
P904,Greenfield Plot,Plot,Hosur,TN,5/16/2021,6651102,2553,3,2,A804
P905,Greenfield Plot,Plot,Trichy,TN,5/17/2021,9414879,1062,2,2,A805
P906,Greenfield Plot,Plot,Chennai,TN,5/18/2021,5198915,1449,3,2,A806
P907,Greenfield Plot,Plot,Perambalur,TN,5/19/2021,8573752,2744,2,2,A807
P908,Greenfield Plot,Plot,Bangalore,KA,5/20/2021,6799363,1053,2,2,A808
P909,Greenfield Plot,Plot,Coimbatore,TN,5/21/2021,6080646,1784,2,2,A809
P910,Greenfield Plot,Plot,Kochi,KL,5/22/2021,9267360,2206,2,2,A810
P911,Greenfield Plot,Plot,Hosur,TN,5/23/2021,8410253,2986,3,2,A811
P912,Greenfield Plot,Plot,Trichy,TN,5/24/2021,6115950,1595,2,2,A812
P913,Greenfield Plot,Plot,Chennai,TN,5/25/2021,5916247,1806,3,2,A813
P914,Greenfield Plot,Plot,Perambalur,TN,5/26/2021,7464193,1488,2,2,A814
P915,Greenfield Plot,Plot,Bangalore,KA,5/27/2021,8211423,1632,2,2,A815
P916,Greenfield Plot,Plot,Coimbatore,TN,5/28/2021,8375115,2931,2,2,A816
P917,Greenfield Plot,Plot,Kochi,KL,5/29/2021,5317458,2877,2,2,A817
P918,Greenfield Plot,Plot,Hosur,TN,5/30/2021,7599510,2213,2,2,A818
P919,Greenfield Plot,Plot,Trichy,TN,5/31/2021,8827868,1609,3,2,A819
P920,Greenfield Plot,Plot,Chennai,TN,6/1/2021,6224448,2663,3,2,A820
P921,Greenfield Plot,Plot,Perambalur,TN,6/2/2021,6405870,2068,2,2,A821
P922,Greenfield Plot,Plot,Bangalore,KA,6/3/2021,6756754,1544,2,2,A822
P923,Greenfield Plot,Plot,Coimbatore,TN,6/4/2021,9459905,2566,2,2,A823
P924,Greenfield Plot,Plot,Kochi,KL,6/5/2021,7904445,1942,2,2,A824
P925,Greenfield Plot,Plot,Hosur,TN,6/6/2021,7898099,1486,2,2,A825
P926,Greenfield Plot,Plot,Trichy,TN,6/7/2021,4988555,2263,3,2,A826
P927,Greenfield Plot,Plot,Chennai,TN,6/8/2021,5531747,1755,2,2,A827
P928,Greenfield Plot,Plot,Perambalur,TN,6/9/2021,6954655,1612,2,2,A828
P929,Greenfield Plot,Plot,Bangalore,KA,6/10/2021,8170873,1067,3,2,A829
P930,Greenfield Plot,Plot,Coimbatore,TN,6/11/2021,6235635,1241,2,2,A830
P931,Greenfield Plot,Plot,Kochi,KL,6/12/2021,7405161,2727,2,2,A831
P932,Greenfield Plot,Plot,Hosur,TN,6/13/2021,6111931,2592,2,2,A832
P933,Greenfield Plot,Plot,Trichy,TN,6/14/2021,5164035,2657,2,2,A833
P934,Greenfield Plot,Plot,Chennai,TN,6/15/2021,6051078,1075,3,2,A834
P935,Greenfield Plot,Plot,Perambalur,TN,6/16/2021,6500695,1528,2,2,A835
P936,Greenfield Plot,Plot,Bangalore,KA,6/17/2021,7495108,2266,3,2,A836
P937,Greenfield Plot,Plot,Coimbatore,TN,6/18/2021,6312911,1939,2,2,A837
P938,Greenfield Plot,Plot,Kochi,KL,6/19/2021,9212123,2540,3,2,A838
P939,Greenfield Plot,Plot,Hosur,TN,6/20/2021,4582391,2503,3,2,A839
P940,Greenfield Plot,Plot,Trichy,TN,6/21/2021,4855442,1422,2,2,A840
P941,Greenfield Plot,Plot,Chennai,TN,6/22/2021,5787395,2880,2,2,A841
P942,Greenfield Plot,Plot,Perambalur,TN,6/23/2021,6803343,1453,2,2,A842
P943,Greenfield Plot,Plot,Bangalore,KA,6/24/2021,6043781,2709,2,2,A843
P944,Greenfield Plot,Plot,Coimbatore,TN,6/25/2021,5259290,1701,3,2,A844
P945,Greenfield Plot,Plot,Kochi,KL,6/26/2021,8792229,1799,2,2,A845
P946,Greenfield Plot,Plot,Hosur,TN,6/27/2021,5685394,1154,3,2,A846
P947,Greenfield Plot,Plot,Trichy,TN,6/28/2021,7087384,2081,2,2,A847
P948,Greenfield Plot,Plot,Chennai,TN,6/29/2021,5528321,1140,3,2,A848
P949,Greenfield Plot,Plot,Perambalur,TN,6/30/2021,8727834,2991,2,2,A849
P950,Greenfield Plot,Plot,Bangalore,KA,7/1/2021,7511641,2943,3,2,A850
P951,Greenfield Plot,Plot,Coimbatore,TN,7/2/2021,9200197,1472,3,2,A851
P952,Greenfield Plot,Plot,Kochi,KL,7/3/2021,9008765,2912,3,2,A852
P953,Greenfield Plot,Plot,Hosur,TN,7/4/2021,8218280,1711,3,2,A853
P954,Greenfield Plot,Plot,Trichy,TN,7/5/2021,7412022,2191,3,2,A854
P955,Greenfield Plot,Plot,Chennai,TN,7/6/2021,6027651,2451,2,2,A855
P956,Greenfield Plot,Plot,Perambalur,TN,7/7/2021,8448509,2277,3,2,A856
P957,Greenfield Plot,Plot,Bangalore,KA,7/8/2021,6218151,1195,2,2,A857
P958,Greenfield Plot,Plot,Coimbatore,TN,7/9/2021,5741406,2988,3,2,A858
P959,Greenfield Plot,Plot,Kochi,KL,7/10/2021,6913171,1450,3,2,A859
P960,Greenfield Plot,Plot,Hosur,TN,7/11/2021,5197004,2272,3,2,A860
P961,Greenfield Plot,Plot,Trichy,TN,7/12/2021,4523800,2018,3,2,A861
P962,Greenfield Plot,Plot,Chennai,TN,7/13/2021,7826629,2013,3,2,A862
P963,Greenfield Plot,Plot,Perambalur,TN,7/14/2021,6952170,2997,3,2,A863
P964,Greenfield Plot,Plot,Bangalore,KA,7/15/2021,4632416,2331,3,2,A864
P965,Greenfield Plot,Plot,Coimbatore,TN,7/16/2021,4507333,2476,3,2,A865
P966,Greenfield Plot,Plot,Kochi,KL,7/17/2021,5208339,2762,3,2,A866
P967,Greenfield Plot,Plot,Hosur,TN,7/18/2021,4734265,1899,3,2,A867
P968,Greenfield Plot,Plot,Trichy,TN,7/19/2021,7187375,2607,3,2,A868
P969,Greenfield Plot,Plot,Chennai,TN,7/20/2021,4523763,2371,3,2,A869
P970,Greenfield Plot,Plot,Perambalur,TN,7/21/2021,5329922,2632,3,2,A870
P971,Greenfield Plot,Plot,Bangalore,KA,7/22/2021,5128679,2303,2,2,A871
P972,Greenfield Plot,Plot,Coimbatore,TN,7/23/2021,7707885,1505,3,2,A872
P973,Greenfield Plot,Plot,Kochi,KL,7/24/2021,7894784,1686,2,2,A873
P974,Greenfield Plot,Plot,Hosur,TN,7/25/2021,6784191,1862,3,2,A874
P975,Greenfield Plot,Plot,Trichy,TN,7/26/2021,6727204,2746,3,2,A875
P976,Greenfield Plot,Plot,Chennai,TN,7/27/2021,5401347,2195,2,2,A876
P977,Greenfield Plot,Plot,Perambalur,TN,7/28/2021,9313099,1969,3,2,A877
P978,Greenfield Plot,Plot,Bangalore,KA,7/29/2021,5117737,1137,2,2,A878
P979,Greenfield Plot,Plot,Coimbatore,TN,7/30/2021,8068562,1987,2,2,A879
P980,Greenfield Plot,Plot,Kochi,KL,7/31/2021,5095409,2089,3,2,A880
P981,Greenfield Plot,Plot,Hosur,TN,8/1/2021,4771725,2594,3,2,A881
P982,Greenfield Plot,Plot,Trichy,TN,8/2/2021,5730641,1364,2,2,A882
P983,Greenfield Plot,Plot,Chennai,TN,8/3/2021,9474985,2655,2,2,A883
P984,Greenfield Plot,Plot,Perambalur,TN,8/4/2021,5781561,2077,2,2,A884
P985,Greenfield Plot,Plot,Bangalore,KA,8/5/2021,7157216,2604,2,2,A885
P986,Greenfield Plot,Plot,Coimbatore,TN,8/6/2021,5605315,1361,2,2,A886
P987,Greenfield Plot,Plot,Kochi,KL,8/7/2021,8011060,1204,2,2,A887
P988,Greenfield Plot,Plot,Hosur,TN,8/8/2021,5599877,2396,2,2,A888
P989,Greenfield Plot,Plot,Trichy,TN,8/9/2021,8861026,1049,2,2,A889
P990,Greenfield Plot,Plot,Chennai,TN,8/10/2021,7953892,1213,2,2,A890
P991,Greenfield Plot,Plot,Perambalur,TN,8/11/2021,6858772,2771,2,2,A891
P992,Greenfield Plot,Plot,Bangalore,KA,8/12/2021,6470741,2977,2,2,A892
P993,Greenfield Plot,Plot,Coimbatore,TN,8/13/2021,8818648,2265,3,2,A893
P994,Greenfield Plot,Plot,Kochi,KL,8/14/2021,8093525,2172,3,2,A894
P995,Greenfield Plot,Plot,Hosur,TN,8/15/2021,7647631,1669,3,2,A895
P996,Greenfield Plot,Plot,Trichy,TN,8/16/2021,5837581,2000,2,2,A896
P997,Greenfield Plot,Plot,Chennai,TN,8/17/2021,6572232,1151,2,2,A897
P998,Greenfield Plot,Plot,Perambalur,TN,8/18/2021,5433247,2547,2,2,A898
P999,Greenfield Plot,Plot,Bangalore,KA,8/19/2021,6115131,2287,3,2,A899
P1000,Greenfield Plot,Plot,Coimbatore,TN,8/20/2021,9441639,1695,2,2,A900
P1001,Greenfield Plot,Plot,Kochi,KL,8/21/2021,5355054,2940,2,2,A901
P1002,Greenfield Plot,Plot,Hosur,TN,8/22/2021,7312442,2353,3,2,A902
P1003,Greenfield Plot,Plot,Trichy,TN,8/23/2021,8404350,1435,2,2,A903
P1004,Greenfield Plot,Plot,Chennai,TN,8/24/2021,7940714,2953,3,2,A904
P1005,Greenfield Plot,Plot,Perambalur,TN,8/25/2021,6440707,2424,2,2,A905
P1006,Greenfield Plot,Plot,Bangalore,KA,8/26/2021,5816036,1598,3,2,A906
P1007,Greenfield Plot,Plot,Coimbatore,TN,8/27/2021,7086792,1720,2,2,A907
P1008,Greenfield Plot,Plot,Kochi,KL,8/28/2021,7036650,1118,2,2,A908
P1009,Greenfield Plot,Plot,Hosur,TN,8/29/2021,4539351,1607,2,2,A909
P1010,Greenfield Plot,Plot,Trichy,TN,8/30/2021,4962876,1349,3,2,A910
P1011,Greenfield Plot,Plot,Chennai,TN,8/31/2021,9398212,2785,3,2,A911
P1012,Greenfield Plot,Plot,Perambalur,TN,9/1/2021,6951122,1048,2,2,A912
P1013,Greenfield Plot,Plot,Bangalore,KA,9/2/2021,7783568,1360,2,2,A913
P1014,Greenfield Plot,Plot,Coimbatore,TN,9/3/2021,6731858,1108,3,2,A914
P1015,Greenfield Plot,Plot,Kochi,KL,9/4/2021,7605467,2960,3,2,A915
P1016,Greenfield Plot,Plot,Hosur,TN,9/5/2021,5849935,2086,2,2,A916
P1017,Greenfield Plot,Plot,Trichy,TN,9/6/2021,4615191,1817,2,2,A917
P1018,Greenfield Plot,Plot,Chennai,TN,9/7/2021,8187998,2045,2,2,A918
P1019,Greenfield Plot,Plot,Perambalur,TN,9/8/2021,7410559,2115,2,2,A919
P1020,Greenfield Plot,Plot,Bangalore,KA,9/9/2021,5500093,2363,2,2,A920
P1021,Greenfield Plot,Plot,Coimbatore,TN,9/10/2021,5144442,1065,3,2,A921
P1022,Greenfield Plot,Plot,Kochi,KL,9/11/2021,9208054,2558,2,2,A922
P1023,Greenfield Plot,Plot,Hosur,TN,9/12/2021,5284273,1701,2,2,A923
P1024,Greenfield Plot,Plot,Trichy,TN,9/13/2021,6199268,2949,2,2,A924
P1025,Greenfield Plot,Plot,Chennai,TN,9/14/2021,8627052,2319,3,2,A925
P1026,Greenfield Plot,Plot,Perambalur,TN,9/15/2021,7770140,2793,2,2,A926
P1027,Greenfield Plot,Plot,Bangalore,KA,9/16/2021,6725566,1382,2,2,A927
P1028,Greenfield Plot,Plot,Coimbatore,TN,9/17/2021,9261606,1100,3,2,A928
P1029,Greenfield Plot,Plot,Kochi,KL,9/18/2021,7542738,1235,3,2,A929
P1030,Greenfield Plot,Plot,Hosur,TN,9/19/2021,5725937,2826,3,2,A930
P1031,Greenfield Plot,Plot,Trichy,TN,9/20/2021,8859958,2053,2,2,A931
P1032,Greenfield Plot,Plot,Chennai,TN,9/21/2021,8232797,1681,2,2,A932
P1033,Greenfield Plot,Plot,Perambalur,TN,9/22/2021,4673808,1734,2,2,A933
P1034,Greenfield Plot,Plot,Bangalore,KA,9/23/2021,5833227,2452,3,2,A934
P1035,Greenfield Plot,Plot,Coimbatore,TN,9/24/2021,8649191,2780,2,2,A935
P1036,Greenfield Plot,Plot,Kochi,KL,9/25/2021,4684462,1250,3,2,A936
P1037,Greenfield Plot,Plot,Hosur,TN,9/26/2021,7237529,2044,3,2,A937
P1038,Greenfield Plot,Plot,Trichy,TN,9/27/2021,8652626,2528,3,2,A938
P1039,Greenfield Plot,Plot,Chennai,TN,9/28/2021,5819824,2319,3,2,A939
P1040,Greenfield Plot,Plot,Perambalur,TN,9/29/2021,6098939,1025,3,2,A940
P1041,Greenfield Plot,Plot,Bangalore,KA,9/30/2021,6481495,1088,2,2,A941
P1042,Greenfield Plot,Plot,Coimbatore,TN,10/1/2021,6959781,1990,3,2,A942
P1043,Greenfield Plot,Plot,Kochi,KL,10/2/2021,5590041,2759,3,2,A943
P1044,Greenfield Plot,Plot,Hosur,TN,10/3/2021,8302547,2229,2,2,A944
P1045,Greenfield Plot,Plot,Trichy,TN,10/4/2021,8173141,2665,3,2,A945
P1046,Greenfield Plot,Plot,Chennai,TN,10/5/2021,5122351,1959,3,2,A946
P1047,Greenfield Plot,Plot,Perambalur,TN,10/6/2021,6457414,2299,2,2,A947
P1048,Greenfield Plot,Plot,Bangalore,KA,10/7/2021,6914268,2006,3,2,A948
P1049,Greenfield Plot,Plot,Coimbatore,TN,10/8/2021,5173085,1697,3,2,A949
P1050,Greenfield Plot,Plot,Kochi,KL,10/9/2021,7005625,1554,2,2,A950
P1051,Greenfield Plot,Plot,Hosur,TN,10/10/2021,4653361,2590,3,2,A951
P1052,Greenfield Plot,Plot,Trichy,TN,10/11/2021,4932950,1512,2,2,A952
P1053,Greenfield Plot,Plot,Chennai,TN,10/12/2021,6633683,2788,2,2,A953
P1054,Greenfield Plot,Plot,Perambalur,TN,10/13/2021,6494944,2098,2,2,A954
P1055,Greenfield Plot,Plot,Bangalore,KA,10/14/2021,8057223,2082,3,2,A955
P1056,Greenfield Plot,Plot,Coimbatore,TN,10/15/2021,8736850,2282,3,2,A956
P1057,Greenfield Plot,Plot,Kochi,KL,10/16/2021,6709879,1858,3,2,A957
P1058,Greenfield Plot,Plot,Hosur,TN,10/17/2021,6960098,2507,3,2,A958
P1059,Greenfield Plot,Plot,Trichy,TN,10/18/2021,5779065,1327,2,2,A959
P1060,Greenfield Plot,Plot,Chennai,TN,10/19/2021,5847540,1272,3,2,A960
P1061,Greenfield Plot,Plot,Perambalur,TN,10/20/2021,4627106,2507,2,2,A961
P1062,Greenfield Plot,Plot,Bangalore,KA,10/21/2021,5140874,2708,2,2,A962
P1063,Greenfield Plot,Plot,Coimbatore,TN,10/22/2021,7954106,1042,3,2,A963
P1064,Greenfield Plot,Plot,Kochi,KL,10/23/2021,6317103,1750,2,2,A964
P1065,Greenfield Plot,Plot,Hosur,TN,10/24/2021,5019185,1833,2,2,A965
P1066,Greenfield Plot,Plot,Trichy,TN,10/25/2021,9162055,2845,3,2,A966
P1067,Greenfield Plot,Plot,Chennai,TN,10/26/2021,9409873,2363,3,2,A967
P1068,Greenfield Plot,Plot,Perambalur,TN,10/27/2021,5206061,1934,3,2,A968
P1069,Greenfield Plot,Plot,Bangalore,KA,10/28/2021,5463021,1988,2,2,A969
P1070,Greenfield Plot,Plot,Coimbatore,TN,10/29/2021,4776209,1153,3,2,A970
P1071,Greenfield Plot,Plot,Kochi,KL,10/30/2021,7178253,2874,2,2,A971
P1072,Greenfield Plot,Plot,Hosur,TN,10/31/2021,5607992,2979,2,2,A972
P1073,Greenfield Plot,Plot,Trichy,TN,11/1/2021,5827060,2153,3,2,A973
P1074,Greenfield Plot,Plot,Chennai,TN,11/2/2021,6728348,1976,3,2,A974
P1075,Greenfield Plot,Plot,Perambalur,TN,11/3/2021,6351742,2017,3,2,A975
P1076,Greenfield Plot,Plot,Bangalore,KA,11/4/2021,6467706,1788,3,2,A976
P1077,Greenfield Plot,Plot,Coimbatore,TN,11/5/2021,7100166,1892,2,2,A977
P1078,Greenfield Plot,Plot,Kochi,KL,11/6/2021,6600936,1595,3,2,A978
P1079,Greenfield Plot,Plot,Hosur,TN,11/7/2021,7834356,2890,3,2,A979
P1080,Greenfield Plot,Plot,Trichy,TN,11/8/2021,6718466,1307,3,2,A980
P1081,Greenfield Plot,Plot,Chennai,TN,11/9/2021,8083372,1277,3,2,A981
P1082,Greenfield Plot,Plot,Perambalur,TN,11/10/2021,5611842,2080,3,2,A982
P1083,Greenfield Plot,Plot,Bangalore,KA,11/11/2021,8731425,2466,3,2,A983
P1084,Greenfield Plot,Plot,Coimbatore,TN,11/12/2021,9366496,1902,2,2,A984
P1085,Greenfield Plot,Plot,Kochi,KL,11/13/2021,8591282,2979,2,2,A985
P1086,Greenfield Plot,Plot,Hosur,TN,11/14/2021,6477041,2492,2,2,A986
P1087,Greenfield Plot,Plot,Trichy,TN,11/15/2021,9488636,1332,2,2,A987
P1088,Greenfield Plot,Plot,Chennai,TN,11/16/2021,7382835,1646,2,2,A988
P1089,Greenfield Plot,Plot,Perambalur,TN,11/17/2021,9382573,1160,3,2,A989
P1090,Greenfield Plot,Plot,Bangalore,KA,11/18/2021,5686905,1852,2,2,A990
P1091,Greenfield Plot,Plot,Coimbatore,TN,11/19/2021,6201361,2577,3,2,A991
P1092,Greenfield Plot,Plot,Kochi,KL,11/20/2021,6544029,2786,2,2,A992
P1093,Greenfield Plot,Plot,Hosur,TN,11/21/2021,4831113,2568,2,2,A993
P1094,Greenfield Plot,Plot,Trichy,TN,11/22/2021,8493218,1744,3,2,A994
P1095,Greenfield Plot,Plot,Chennai,TN,11/23/2021,7506272,1701,2,2,A995
P1096,Greenfield Plot,Plot,Perambalur,TN,11/24/2021,8880873,1725,2,2,A996
P1097,Greenfield Plot,Plot,Bangalore,KA,11/25/2021,5915752,2927,2,2,A997
P1098,Greenfield Plot,Plot,Coimbatore,TN,11/26/2021,8049184,2816,3,2,A998
P1099,Greenfield Plot,Plot,Kochi,KL,11/27/2021,6298866,2054,3,2,A999
P1100,Greenfield Plot,Plot,Hosur,TN,11/28/2021,8776312,1247,2,2,A1000
P1101,Greenfield Plot,Plot,Trichy,TN,11/29/2021,7283382,2121,3,2,A1001
P1102,Greenfield Plot,Plot,Chennai,TN,11/30/2021,7870151,1819,2,2,A1002
P1103,Greenfield Plot,Plot,Perambalur,TN,12/1/2021,7384410,1592,3,2,A1003
P1104,Greenfield Plot,Plot,Bangalore,KA,12/2/2021,6515619,2753,2,2,A1004
P1105,Greenfield Plot,Plot,Coimbatore,TN,12/3/2021,6880375,2902,2,2,A1005
P1106,Greenfield Plot,Plot,Kochi,KL,12/4/2021,6625655,2136,2,2,A1006
P1107,Greenfield Plot,Plot,Hosur,TN,12/5/2021,8580397,1880,2,2,A1007
P1108,Greenfield Plot,Plot,Trichy,TN,12/6/2021,9490419,2781,3,2,A1008
P1109,Greenfield Plot,Plot,Chennai,TN,12/7/2021,6565652,1932,2,2,A1009
P1110,Greenfield Plot,Plot,Perambalur,TN,12/8/2021,5498374,2542,2,2,A1010
P1111,Greenfield Plot,Plot,Bangalore,KA,12/9/2021,8103024,1853,2,2,A1011
P1112,Greenfield Plot,Plot,Coimbatore,TN,12/10/2021,7776483,2781,2,2,A1012
P1113,Greenfield Plot,Plot,Kochi,KL,12/11/2021,7031551,2225,2,2,A1013
P1114,Greenfield Plot,Plot,Hosur,TN,12/12/2021,6106306,2463,3,2,A1014
P1115,Greenfield Plot,Plot,Trichy,TN,12/13/2021,6982509,1148,2,2,A1015
P1116,Greenfield Plot,Plot,Chennai,TN,12/14/2021,9338598,2408,3,2,A1016
P1117,Greenfield Plot,Plot,Perambalur,TN,12/15/2021,7730320,1419,3,2,A1017
P1118,Greenfield Plot,Plot,Bangalore,KA,12/16/2021,7629397,1773,2,2,A1018
P1119,Greenfield Plot,Plot,Coimbatore,TN,12/17/2021,8570013,1841,2,2,A1019
P1120,Greenfield Plot,Plot,Kochi,KL,12/18/2021,9266115,2890,3,2,A1020
P1121,Greenfield Plot,Plot,Hosur,TN,12/19/2021,6097318,1060,2,2,A1021
P1122,Greenfield Plot,Plot,Trichy,TN,12/20/2021,6629872,2574,3,2,A1022
P1123,Greenfield Plot,Plot,Chennai,TN,12/21/2021,7077024,2430,2,2,A1023
P1124,Greenfield Plot,Plot,Perambalur,TN,12/22/2021,9135754,2752,2,2,A1024
P1125,Greenfield Plot,Plot,Bangalore,KA,12/23/2021,5761300,1807,2,2,A1025
P1126,Greenfield Plot,Plot,Coimbatore,TN,12/24/2021,6852857,1797,2,2,A1026
P1127,Greenfield Plot,Plot,Kochi,KL,12/25/2021,9082635,2781,3,2,A1027
P1128,Greenfield Plot,Plot,Hosur,TN,12/26/2021,7234670,1548,3,2,A1028
P1129,Greenfield Plot,Plot,Trichy,TN,12/27/2021,8752631,1892,2,2,A1029
P1130,Greenfield Plot,Plot,Chennai,TN,12/28/2021,7891081,2904,2,2,A1030
P1131,Greenfield Plot,Plot,Perambalur,TN,12/29/2021,7888928,1787,3,2,A1031
P1132,Greenfield Plot,Plot,Bangalore,KA,12/30/2021,9408808,2821,2,2,A1032
P1133,Greenfield Plot,Plot,Coimbatore,TN,12/31/2021,8335938,2710,3,2,A1033
P1134,Greenfield Plot,Plot,Kochi,KL,1/1/2022,8382827,2506,2,2,A1034
P1135,Greenfield Plot,Plot,Hosur,TN,1/2/2022,9029919,2547,3,2,A1035
P1136,Greenfield Plot,Plot,Trichy,TN,1/3/2022,6593594,2276,2,2,A1036
P1137,Greenfield Plot,Plot,Chennai,TN,1/4/2022,9380551,1373,2,2,A1037
P1138,Greenfield Plot,Plot,Perambalur,TN,1/5/2022,4949047,1310,2,2,A1038
P1139,Greenfield Plot,Plot,Bangalore,KA,1/6/2022,7027744,1007,2,2,A1039
P1140,Greenfield Plot,Plot,Coimbatore,TN,1/7/2022,4612539,1276,3,2,A1040
P1141,Greenfield Plot,Plot,Kochi,KL,1/8/2022,5490201,1027,2,2,A1041
P1142,Greenfield Plot,Plot,Hosur,TN,1/9/2022,6109962,2141,2,2,A1042
P1143,Greenfield Plot,Plot,Trichy,TN,1/10/2022,4857781,1021,3,2,A1043
P1144,Greenfield Plot,Plot,Chennai,TN,1/11/2022,6787439,2758,3,2,A1044
P1145,Greenfield Plot,Plot,Perambalur,TN,1/12/2022,6135095,2079,3,2,A1045
P1146,Greenfield Plot,Plot,Bangalore,KA,1/13/2022,7660292,2897,2,2,A1046
P1147,Greenfield Plot,Plot,Coimbatore,TN,1/14/2022,7696336,2532,2,2,A1047
P1148,Greenfield Plot,Plot,Kochi,KL,1/15/2022,6939154,2342,2,2,A1048
P1149,Greenfield Plot,Plot,Hosur,TN,1/16/2022,7729545,1252,2,2,A1049
P1150,Greenfield Plot,Plot,Trichy,TN,1/17/2022,5108682,1691,3,2,A1050
P1151,Greenfield Plot,Plot,Chennai,TN,1/18/2022,8021244,1057,3,2,A1051
P1152,Greenfield Plot,Plot,Perambalur,TN,1/19/2022,7445086,2851,3,2,A1052
P1153,Greenfield Plot,Plot,Bangalore,KA,1/20/2022,6994999,1469,3,2,A1053
P1154,Greenfield Plot,Plot,Coimbatore,TN,1/21/2022,7248549,2244,2,2,A1054
P1155,Greenfield Plot,Plot,Kochi,KL,1/22/2022,6252116,1190,3,2,A1055
P1156,Greenfield Plot,Plot,Hosur,TN,1/23/2022,9035769,2477,2,2,A1056
P1157,Greenfield Plot,Plot,Trichy,TN,1/24/2022,6265409,1726,3,2,A1057
P1158,Greenfield Plot,Plot,Chennai,TN,1/25/2022,7064353,2948,2,2,A1058
