customer_id,booking_id,booking_type,property_type,property_img,agent_id,sale_id
C632,B632,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A632,S632
C633,B633,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A633,S633
C634,B634,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A634,S634
C635,B635,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A635,S635
C636,B636,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A636,S636
C637,B637,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A637,S637
C638,B638,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A638,S638
C639,B639,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A639,S639
C640,B640,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A640,S640
C641,B641,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A641,S641
C642,B642,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A642,S642
C643,B643,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A643,S643
C644,B644,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A644,S644
C645,B645,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A645,S645
C646,B646,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A646,S646
C647,B647,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A647,S647
C648,B648,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A648,S648
C649,B649,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A649,S649
C650,B650,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A650,S650
C651,B651,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A651,S651
C652,B652,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A652,S652
C653,B653,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A653,S653
C654,B654,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A654,S654
C655,B655,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A655,S655
C656,B656,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A656,S656
C657,B657,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A657,S657
C658,B658,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A658,S658
C659,B659,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A659,S659
C660,B660,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A660,S660
C661,B661,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A661,S661
C662,B662,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A662,S662
C663,B663,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A663,S663
C664,B664,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A664,S664
C665,B665,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A665,S665
C666,B666,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A666,S666
C667,B667,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A667,S667
C668,B668,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A668,S668
C669,B669,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A669,S669
C670,B670,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A670,S670
C671,B671,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A671,S671
C672,B672,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A672,S672
C673,B673,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A673,S673
C674,B674,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A674,S674
C675,B675,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A675,S675
C676,B676,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A676,S676
C677,B677,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A677,S677
C678,B678,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A678,S678
C679,B679,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A679,S679
C680,B680,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A680,S680
C681,B681,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A681,S681
C682,B682,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A682,S682
C683,B683,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A683,S683
C684,B684,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A684,S684
C685,B685,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A685,S685
C686,B686,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A686,S686
C687,B687,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A687,S687
C688,B688,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A688,S688
C689,B689,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A689,S689
C690,B690,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A690,S690
C691,B691,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A691,S691
C692,B692,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A692,S692
C693,B693,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A693,S693
C694,B694,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A694,S694
C695,B695,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A695,S695
C696,B696,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A696,S696
C697,B697,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A697,S697
C698,B698,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A698,S698
C699,B699,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A699,S699
C700,B700,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A700,S700
C701,B701,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A701,S701
C702,B702,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A702,S702
C703,B703,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A703,S703
C704,B704,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A704,S704
C705,B705,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A705,S705
C706,B706,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A706,S706
C707,B707,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A707,S707
C708,B708,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A708,S708
C709,B709,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A709,S709
C710,B710,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A710,S710
C711,B711,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A711,S711
C712,B712,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A712,S712
C713,B713,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A713,S713
C714,B714,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A714,S714
C715,B715,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A715,S715
C716,B716,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A716,S716
C717,B717,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A717,S717
C718,B718,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A718,S718
C719,B719,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A719,S719
C720,B720,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A720,S720
C721,B721,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A721,S721
C722,B722,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A722,S722
C723,B723,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A723,S723
C724,B724,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A724,S724
C725,B725,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A725,S725
C726,B726,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A726,S726
C727,B727,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A727,S727
C728,B728,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A728,S728
C729,B729,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A729,S729
C730,B730,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A730,S730
C731,B731,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A731,S731
C732,B732,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A732,S732
C733,B733,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A733,S733
C734,B734,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A734,S734
C735,B735,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A735,S735
C736,B736,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A736,S736
C737,B737,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A737,S737
C738,B738,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A738,S738
C739,B739,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A739,S739
C740,B740,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A740,S740
C741,B741,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A741,S741
C742,B742,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A742,S742
C743,B743,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A743,S743
C744,B744,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A744,S744
C745,B745,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A745,S745
C746,B746,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A746,S746
C747,B747,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A747,S747
C748,B748,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A748,S748
C749,B749,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A749,S749
C750,B750,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A750,S750
C751,B751,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A751,S751
C752,B752,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A752,S752
C753,B753,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A753,S753
C754,B754,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A754,S754
C755,B755,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A755,S755
C756,B756,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A756,S756
C757,B757,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A757,S757
C758,B758,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A758,S758
C759,B759,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A759,S759
C760,B760,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A760,S760
C761,B761,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A761,S761
C762,B762,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A762,S762
C763,B763,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A763,S763
C764,B764,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A764,S764
C765,B765,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A765,S765
C766,B766,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A766,S766
C767,B767,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A767,S767
C768,B768,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A768,S768
C769,B769,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A769,S769
C770,B770,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A770,S770
C771,B771,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A771,S771
C772,B772,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A772,S772
C773,B773,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A773,S773
C774,B774,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A774,S774
C775,B775,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A775,S775
C776,B776,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A776,S776
C777,B777,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A777,S777
C778,B778,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A778,S778
C779,B779,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A779,S779
C780,B780,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A780,S780
C781,B781,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A781,S781
C782,B782,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A782,S782
C783,B783,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A783,S783
C784,B784,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A784,S784
C785,B785,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A785,S785
C786,B786,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A786,S786
C787,B787,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A787,S787
C788,B788,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A788,S788
C789,B789,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A789,S789
C790,B790,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A790,S790
C791,B791,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A791,S791
C792,B792,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A792,S792
C793,B793,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A793,S793
C794,B794,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A794,S794
C795,B795,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A795,S795
C796,B796,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A796,S796
C797,B797,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A797,S797
C798,B798,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A798,S798
C799,B799,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A799,S799
C800,B800,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A800,S800
C801,B801,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A801,S801
C802,B802,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A802,S802
C803,B803,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A803,S803
C804,B804,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A804,S804
C805,B805,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A805,S805
C806,B806,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A806,S806
C807,B807,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A807,S807
C808,B808,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A808,S808
C809,B809,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A809,S809
C810,B810,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A810,S810
C811,B811,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A811,S811
C812,B812,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A812,S812
C813,B813,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A813,S813
